Game_number,Result,Avg_team_Age,Match_light_type,Match_format,Bowlers_in_team,Wicket_keeper_in_team,All_rounder_in_team,First_selection,Opponent,Season,Audience_number,Offshore,Max_run_scored_1over,Max_wicket_taken_1over,Extra_bowls_bowled,Min_run_given_1over,Min_run_scored_1over,Max_run_given_1over,extra_bowls_opponent,player_highest_run,Players_scored_zero,player_highest_wicket
Game_1535,0,30,Day,ODI,3,1,2,Batting,West Indies,Winter,133343,Yes,14,4,23,4,2,22,7,31,3,5
Game_1536,0,30,Day,ODI,3,1,2,Bowling,Kenya,Summer,14987,No,12,2,6,3,2,9,4,48,2,1
Game_1537,0,30,Day,ODI,5,1,3,Batting,Srilanka,Summer,40383,Yes,14,1,10,3,3,10,7,50,1,2
Game_1538,0,27,Night,T20,3,1,1,Bowling,South Africa,Rainy,30695,No,15,1,10,0,3,10,7,52,2,2
Game_1539,0,30,Day and Night,T20,4,1,4,Bowling,South Africa,Summer,37324,No,13,4,10,0,3,6,2,54,3,2
Game_1540,0,30,Day,ODI,4,1,3,Batting,England,Rainy,32641,Yes,12,2,7,2,3,6,2,76,3,2
Game_1541,0,30,Day and Night,ODI,4,1,3,Bowling,England,Winter,33068,No,13,1,9,3,3,9,7,42,4,2
Game_1542,0,30,Day,ODI,4,1,3,Batting,Srilanka,Rainy,22477,No,14,4,10,3,2,9,6,84,3,1
Game_1543,0,30,Day,ODI,5,1,2,Batting,England,Rainy,37639,No,13,4,10,3,3,7,7,76,3,2
Game_1544,0,30,Day,ODI,5,1,2,Bowling,Pakistan,Rainy,36456,No,11,4,16,2,3,16,15,48,4,2
Game_1545,0,30,Day,Test,4,1,4,Batting,Bangladesh,Rainy,45000,No,11,3,27,2,3,6,2,98,3,5
Game_1546,0,30,Day,ODI,2,1,3,Bowling,Srilanka,Winter,21483,No,15,4,11,3,3,10,8,76,2,2
Game_1547,0,30,Day,ODI,3,1,1,Batting,England,Rainy,73045,No,13,4,18,2,3,18,15,80,2,3
Game_1548,0,30,Night,ODI,4,1,3,Batting,Pakistan,Rainy,29036,No,12,4,15,5,3,14,11,52,3,2
Game_1549,0,30,Day,ODI,3,1,3,Bowling,England,Rainy,40376,No,17,1,9,2,2,6,3,85,3,2
Game_1550,0,30,Day and Night,ODI,3,1,1,Batting,England,Summer,35294,No,13,4,10,2,1,9,2,81,3,2
Game_1551,0,30,Day,ODI,2,1,4,Batting,England,Winter,40390,No,19,1,10,3,3,10,7,59,2,2
Game_1552,0,30,Day,ODI,2,1,4,Batting,England,Rainy,54292,Yes,19,4,10,6,4,6,4,54,2,3
Game_1553,1,30,Day,T20,3,1,4,Bowling,South Africa,Rainy,72142,No,17,3,15,0,3,13,12,55,2,3
Game_1554,0,30,Day,ODI,3,1,2,Batting,Kenya,Rainy,27552,No,11,1,8,2,1,8,4,71,3,1
Game_1555,0,30,Day,ODI,3,1,3,Batting,England,Summer,55615,Yes,15,4,18,2,2,6,2,84,3,3
Game_1556,0,30,Day and Night,Test,5,1,1,Bowling,Australia,Rainy,40201,Yes,11,3,14,3,3,10,7,37,3,2
Game_1557,0,30,Day and Night,ODI,5,1,3,Bowling,Bangladesh,Rainy,106414,No,25,2,23,3,3,6,2,89,2,4
Game_1558,1,30,Day,T20,2,1,1,Bowling,South Africa,Winter,38080,No,14,4,7,0,2,6,2,59,1,2
Game_1559,1,30,Day,ODI,3,1,1,Bowling,Srilanka,Summer,15162,Yes,14,2,10,3,1,6,2,73,3,1
Game_1560,0,30,Day,ODI,4,1,2,Batting,Pakistan,Summer,56056,No,12,3,9,6,3,9,2,42,3,3
Game_1561,0,30,Day,ODI,3,1,4,Bowling,England,Rainy,37065,No,21,3,7,3,3,6,4,66,3,2
Game_1562,0,27,Day,ODI,3,1,1,Batting,West Indies,Rainy,114891,No,16,2,27,2,3,6,2,72,3,4
Game_1563,0,30,Day,ODI,5,1,4,Batting,West Indies,Winter,92883,No,15,3,19,3,3,14,11,50,2,3
Game_1564,0,30,Day,ODI,3,1,4,Batting,Kenya,Winter,38031,No,12,3,11,2,3,11,8,66,3,2
Game_1565,0,30,Day,ODI,3,1,1,Bowling,Srilanka,Summer,14091,No,11,3,15,4,3,6,3,77,3,1
Game_1566,0,30,Day,ODI,1,1,3,Batting,Pakistan,Rainy,97762,Yes,19,2,30,3,3,15,11,41,2,4
Game_1567,0,30,Night,ODI,4,1,4,Batting,England,Rainy,30618,No,15,3,0,6,3,6,2,33,2,2
Game_1568,0,30,Day,ODI,2,1,4,Bowling,Pakistan,Winter,47894,No,20,1,13,3,3,6,4,79,4,2
Game_1569,0,30,Day,ODI,5,1,2,Batting,Bangladesh,Rainy,45000,No,25,3,36,6,3,10,8,91,3,4
Game_1570,0,30,Day,ODI,2,1,3,Bowling,West Indies,Rainy,123221,No,24,1,14,3,3,14,10,65,2,4
Game_1571,1,30,Day and Night,T20,4,1,4,Bowling,South Africa,Summer,32067,Yes,24,1,13,0,4,11,9,36,3,2
Game_1572,0,30,Day and Night,ODI,3,1,4,Bowling,Kenya,Rainy,33145,No,15,4,19,4,4,13,11,90,3,2
Game_1573,0,30,Day,T20,4,1,4,Bowling,South Africa,Winter,38535,No,14,3,6,0,3,6,2,93,3,2
Game_1574,0,30,Day,ODI,3,1,4,Bowling,Kenya,Winter,38290,No,13,3,10,4,2,9,5,45,3,2
Game_1575,0,30,Day,T20,4,1,1,Batting,South Africa,Rainy,38332,No,11,1,10,0,3,10,0,67,3,2
Game_1576,0,30,Day,ODI,3,1,4,Batting,Srilanka,Winter,18109,Yes,16,2,17,2,2,6,2,74,3,1
Game_1577,0,30,Day and Night,ODI,3,1,4,Batting,Srilanka,Summer,17080,No,22,2,4,3,3,6,3,42,2,1
Game_1578,0,30,Day,T20,4,1,2,Batting,Bangladesh,Winter,111804,No,14,3,29,0,3,6,2,47,4,4
Game_1579,0,30,Day,ODI,3,1,3,Bowling,Bangladesh,Summer,107653,No,14,1,23,2,3,8,7,36,3,4
Game_1580,0,30,Day,T20,2,1,4,Bowling,South Africa,Summer,49574,Yes,16,4,21,0,3,6,0,80,3,3
Game_1581,0,30,Night,T20,3,1,3,Batting,South Africa,Winter,37576,Yes,25,3,7,0,3,6,5,36,3,2
Game_1582,0,30,Day,ODI,4,1,1,Bowling,Pakistan,Rainy,37429,No,14,2,10,2,2,6,2,80,3,2
Game_1583,0,30,Day,Test,3,1,3,Batting,Australia,Winter,22365,Yes,18,1,8,2,3,6,2,44,3,1
Game_1584,0,30,Day,ODI,2,1,4,Batting,Srilanka,Summer,23142,No,19,4,7,5,2,9,0,87,3,1
Game_1585,0,30,Day,ODI,4,1,2,Bowling,Pakistan,Rainy,49035,No,15,3,11,2,3,6,3,48,4,3
Game_1586,1,27,Day and Night,T20,3,1,4,Batting,Zimbabwe,Rainy,18585,Yes,11,3,19,0,3,9,7,95,3,1
Game_1587,1,30,Day,ODI,4,1,4,Bowling,Srilanka,Summer,9751,No,12,1,1,2,3,6,0,95,3,1
Game_1588,0,30,Day,ODI,3,1,1,Bowling,Kenya,Winter,24759,No,12,4,8,1,3,6,2,94,2,1
Game_1589,0,30,Day,ODI,2,1,2,Bowling,Srilanka,Rainy,27902,No,14,3,15,3,4,15,10,57,2,2
Game_1590,0,30,Day,ODI,4,1,3,Bowling,Pakistan,Winter,76181,No,20,3,19,2,4,6,0,32,1,3
Game_1591,0,30,Day,ODI,3,1,2,Bowling,Srilanka,Rainy,14196,No,18,4,0,6,3,14,11,79,4,1
Game_1592,0,30,Day and Night,T20,4,1,3,Bowling,Pakistan,Winter,66675,No,14,3,6,0,2,6,3,31,1,2
Game_1593,0,30,Day,ODI,3,1,2,Batting,Kenya,Rainy,45000,No,12,2,10,3,3,10,9,35,2,1
Game_1594,0,30,Day,ODI,3,1,3,Batting,Pakistan,Rainy,55153,Yes,19,2,9,2,3,8,7,96,4,3
Game_1595,0,30,Day and Night,ODI,4,1,1,Bowling,Kenya,Summer,34510,Yes,14,3,6,2,4,6,4,79,2,1
Game_1596,0,30,Day,T20,3,1,4,Bowling,South Africa,Rainy,54929,Yes,17,1,10,0,3,10,9,73,3,2
Game_1597,0,30,Day,T20,3,1,4,Bowling,South Africa,Summer,64687,No,12,2,10,0,3,10,8,35,3,3
Game_1598,0,30,Day,ODI,4,1,3,Batting,Zimbabwe,Summer,31514,No,15,3,17,2,2,13,7,51,3,2
Game_1599,0,30,Night,ODI,1,1,3,Bowling,Pakistan,Rainy,75236,No,23,4,25,3,2,23,15,74,2,3
Game_1600,1,30,Day and Night,T20,3,1,3,Bowling,South Africa,Rainy,90552,No,11,3,25,0,1,23,5,82,1,4
Game_1601,0,30,Day,ODI,2,1,4,Batting,West Indies,Summer,116928,No,11,3,21,2,3,21,6,48,2,4
Game_1602,0,30,Day and Night,ODI,3,1,1,Bowling,Kenya,Rainy,24031,No,13,1,10,3,2,6,2,56,3,1
Game_1603,0,30,Day,ODI,4,1,2,Bowling,Srilanka,Rainy,24339,No,14,4,6,2,4,6,2,69,3,1
Game_1604,0,30,Night,Test,3,1,3,Bowling,Australia,Rainy,45010,No,19,2,10,4,3,6,2,60,1,2
Game_1605,0,30,Day,ODI,2,1,2,Batting,England,Rainy,45612,Yes,16,2,18,3,3,6,0,92,3,2
Game_1606,0,30,Day,ODI,4,1,3,Bowling,Pakistan,Summer,38934,No,14,4,19,3,3,10,7,34,3,2
Game_1607,0,30,Day,ODI,4,1,4,Bowling,England,Rainy,48181,No,16,2,17,3,3,7,7,49,3,2
Game_1608,0,30,Day,ODI,1,1,2,Bowling,Kenya,Summer,20034,No,12,2,10,2,2,9,0,33,3,1
Game_1609,0,30,Night,T20,4,1,3,Bowling,South Africa,Rainy,34846,No,11,4,4,0,1,6,0,87,3,2
Game_1610,0,27,Day,T20,3,1,3,Bowling,South Africa,Winter,72576,Yes,12,2,13,0,2,10,6,74,3,3
Game_1611,1,30,Day,T20,5,1,2,Bowling,South Africa,Winter,42938,Yes,13,2,16,0,3,6,2,96,2,2
Game_1612,1,30,Day,T20,2,1,1,Bowling,South Africa,Summer,47145,No,15,2,10,0,3,6,0,34,1,2
Game_1613,0,30,Day and Night,ODI,1,1,4,Batting,England,Summer,36666,No,20,4,9,3,2,6,4,30,3,2
Game_1614,0,30,Night,ODI,3,1,4,Bowling,Srilanka,Rainy,45304,Yes,15,4,9,2,3,9,8,32,3,2
Game_1615,0,30,Day,T20,3,1,4,Batting,South Africa,Rainy,67270,No,13,3,0,0,1,6,3,80,1,3
Game_1616,0,30,Day,T20,4,1,2,Bowling,Bangladesh,Summer,138831,No,14,2,21,0,2,21,8,88,3,5
Game_1617,0,30,Day,Test,3,1,3,Batting,Australia,Rainy,45000,No,21,3,9,2,4,6,0,56,1,3
Game_1618,0,30,Day and Night,ODI,4,1,4,Batting,Kenya,Summer,34776,No,16,4,10,2,3,9,7,78,2,1
Game_1619,1,30,Day and Night,Test,3,1,3,Batting,Australia,Winter,15260,No,11,3,6,0,2,6,2,66,2,1
Game_1620,0,30,Day,T20,3,1,1,Bowling,South Africa,Rainy,58422,No,19,3,6,0,3,6,2,51,3,2
Game_1621,0,30,Day,T20,2,1,3,Bowling,South Africa,Winter,49980,No,11,1,12,0,3,7,7,94,2,3
Game_1622,0,30,Day,ODI,4,1,4,Bowling,Kenya,Rainy,20524,Yes,14,1,6,3,3,6,0,97,4,1
Game_1623,0,30,Night,T20,3,1,4,Batting,South Africa,Summer,36029,No,15,4,13,0,2,11,7,62,3,2
Game_1624,0,30,Day,T20,4,1,4,Batting,South Africa,Summer,31549,No,12,3,8,0,4,6,1,80,3,2
Game_1625,1,30,Day,T20,3,1,1,Batting,South Africa,Summer,59948,Yes,20,3,11,0,2,6,0,74,3,3
Game_1626,0,30,Day and Night,ODI,2,1,3,Batting,Srilanka,Rainy,17276,No,14,2,9,4,2,6,1,75,2,1
Game_1627,1,30,Day,T20,4,1,1,Bowling,South Africa,Rainy,57127,No,13,1,10,0,3,6,0,70,3,3
Game_1628,0,30,Day,ODI,3,1,3,Bowling,Pakistan,Rainy,37058,No,16,3,10,3,3,7,0,58,4,2
Game_1629,0,30,Night,ODI,4,1,2,Bowling,Kenya,Summer,19026,No,14,2,12,3,3,7,7,65,3,1
Game_1630,0,30,Day,ODI,3,1,2,Bowling,Pakistan,Rainy,40677,Yes,16,3,15,2,3,6,0,60,1,2
Game_1631,1,30,Day and Night,ODI,3,1,3,Bowling,Kenya,Rainy,17059,Yes,16,4,6,4,3,6,0,38,2,1
Game_1632,0,30,Day,ODI,3,1,2,Bowling,Srilanka,Winter,19362,No,22,2,7,6,2,9,3,57,3,1
Game_1633,0,30,Day,ODI,3,1,3,Bowling,West Indies,Rainy,133266,No,12,2,34,2,3,6,0,60,2,5
Game_1634,0,27,Night,ODI,3,1,4,Bowling,Kenya,Winter,21385,No,15,4,11,2,2,9,8,90,3,2
Game_1635,0,30,Day,ODI,4,1,3,Bowling,Srilanka,Winter,16023,No,20,2,5,2,3,6,3,94,3,1
Game_1636,0,30,Day,T20,3,1,4,Bowling,South Africa,Winter,28007,Yes,14,3,15,0,3,15,14,87,3,2
Game_1637,0,30,Night,ODI,4,1,1,Batting,England,Rainy,90755,Yes,20,4,27,2,2,6,2,60,2,4
Game_1638,0,30,Day,Test,3,1,2,Bowling,Australia,Summer,24773,No,13,2,10,5,3,9,7,32,3,1
Game_1639,0,30,Day,T20,2,1,4,Batting,South Africa,Summer,42203,No,12,1,0,0,3,6,2,32,1,2
Game_1640,0,30,Day,ODI,2,1,4,Batting,Pakistan,Rainy,25914,No,11,2,5,3,3,6,4,40,2,1
Game_1641,0,30,Day,T20,4,1,1,Batting,South Africa,Rainy,45000,No,14,1,13,0,3,12,7,91,2,2
Game_1642,0,30,Day,ODI,3,1,1,Batting,Bangladesh,Rainy,91812,No,11,4,15,2,3,6,2,53,3,3
Game_1643,0,30,Day,T20,2,1,2,Bowling,South Africa,Rainy,29323,No,14,1,5,0,3,6,2,46,2,2
Game_1644,0,30,Day,ODI,4,1,3,Bowling,West Indies,Winter,135296,Yes,17,3,24,3,3,6,1,46,3,5
Game_1645,0,30,Day,ODI,3,1,4,Bowling,Pakistan,Rainy,58247,Yes,13,4,15,1,3,12,8,90,3,3
Game_1646,1,30,Day and Night,ODI,2,1,3,Bowling,Kenya,Winter,16394,Yes,12,3,6,2,2,6,3,99,3,1
Game_1647,0,30,Day,Test,2,1,3,Bowling,Australia,Winter,28497,No,13,3,19,4,2,10,0,89,3,2
Game_1648,1,30,Day,T20,3,1,3,Bowling,South Africa,Summer,40691,Yes,18,4,10,0,3,10,7,84,3,2
Game_1649,0,30,Day,ODI,4,1,4,Bowling,Kenya,Rainy,22001,No,19,2,14,1,3,10,8,90,4,1
Game_1650,0,30,Day,ODI,1,1,3,Bowling,West Indies,Summer,94248,No,21,3,9,3,3,6,3,65,3,3
Game_1651,0,30,Night,T20,2,1,2,Bowling,South Africa,Summer,55937,No,15,3,6,0,3,6,2,98,2,2
Game_1652,0,30,Day,ODI,2,1,3,Batting,Srilanka,Rainy,23639,No,17,4,7,5,2,6,3,99,3,1
Game_1653,0,30,Day,ODI,3,1,2,Bowling,Pakistan,Rainy,38766,No,18,3,10,2,2,6,0,95,4,2
Game_1654,0,30,Night,ODI,2,1,2,Bowling,England,Winter,40334,No,14,3,15,6,3,7,7,90,3,2
Game_1655,0,30,Night,Test,3,1,1,Bowling,Australia,Winter,18144,No,13,4,13,3,3,11,10,100,3,1
Game_1656,1,30,Day and Night,ODI,4,1,4,Bowling,Srilanka,Summer,37422,No,17,3,11,3,2,9,1,93,3,2
Game_1657,1,30,Day,ODI,4,1,4,Bowling,England,Summer,29491,No,15,2,10,4,1,10,3,58,3,2
Game_1658,0,27,Day and Night,T20,3,1,3,Bowling,South Africa,Winter,28889,No,18,4,7,0,3,6,1,83,3,2
Game_1659,0,30,Night,ODI,3,1,1,Bowling,Kenya,Summer,17066,No,13,3,7,2,2,6,2,52,3,1
Game_1660,0,30,Day,ODI,3,1,2,Bowling,Pakistan,Summer,48090,No,12,1,11,3,1,6,2,85,4,2
Game_1661,0,30,Day,T20,1,1,3,Batting,South Africa,Winter,73129,Yes,13,4,23,0,4,22,14,81,3,3
Game_1662,0,30,Day,ODI,3,1,1,Batting,England,Summer,67669,No,14,2,9,3,3,7,7,32,3,3
Game_1663,1,30,Day,ODI,2,1,4,Batting,Pakistan,Rainy,62482,No,22,4,13,2,4,9,7,66,3,2
Game_1664,0,30,Day,ODI,3,1,3,Batting,Pakistan,Winter,45591,No,17,4,12,3,3,6,3,52,3,2
Game_1665,0,30,Day,T20,2,1,2,Bowling,South Africa,Rainy,47593,No,21,3,10,0,3,10,8,92,4,2
Game_1666,0,30,Night,T20,3,1,2,Bowling,Bangladesh,Winter,114037,No,22,4,37,0,2,16,9,52,3,4
Game_1667,0,30,Day,ODI,4,1,2,Bowling,Srilanka,Rainy,18935,No,16,2,6,2,4,6,4,91,1,1
Game_1668,0,30,Day,ODI,3,1,3,Batting,England,Winter,72331,Yes,12,3,28,4,3,22,11,92,2,3
Game_1669,0,30,Day,ODI,3,1,2,Batting,Pakistan,Winter,31136,No,12,2,15,3,3,7,4,47,3,2
Game_1670,0,30,Day,ODI,4,1,4,Batting,Kenya,Rainy,47978,No,15,2,14,2,2,7,1,68,3,2
Game_1671,0,30,Day and Night,T20,4,1,1,Batting,South Africa,Rainy,67459,No,14,4,9,0,3,6,2,68,3,3
Game_1672,0,30,Day,T20,4,1,2,Batting,Zimbabwe,Rainy,37835,Yes,20,1,20,0,2,6,2,77,1,2
Game_1673,0,30,Day and Night,ODI,4,1,1,Bowling,West Indies,Rainy,110509,Yes,14,2,23,3,3,6,2,87,3,4
Game_1674,1,30,Day,Test,5,1,4,Bowling,Australia,Rainy,20692,No,17,3,2,4,3,6,0,89,4,1
Game_1675,0,30,Night,T20,4,1,3,Batting,South Africa,Rainy,36078,No,22,2,10,0,4,8,7,67,3,2
Game_1676,0,30,Day,ODI,4,1,4,Batting,Kenya,Rainy,48734,Yes,22,4,15,2,3,6,0,73,3,2
Game_1677,0,30,Day and Night,T20,4,1,1,Bowling,South Africa,Rainy,39725,No,20,3,7,0,3,7,7,92,3,2
Game_1678,0,30,Day and Night,T20,4,1,4,Bowling,South Africa,Summer,32536,No,13,3,4,0,4,6,0,79,3,2
Game_1679,0,30,Night,ODI,4,1,3,Bowling,Kenya,Rainy,20552,No,22,2,10,1,2,6,3,38,3,1
Game_1680,0,30,Day,ODI,4,1,2,Batting,Srilanka,Summer,14735,No,12,3,7,2,3,9,2,64,3,1
Game_1681,0,30,Day,ODI,2,1,4,Bowling,England,Winter,60046,No,14,3,12,4,2,9,8,82,3,3
Game_1682,0,27,Day,ODI,3,1,4,Bowling,Srilanka,Summer,27776,No,13,4,8,3,3,6,0,81,3,1
Game_1683,1,30,Day,T20,4,1,3,Bowling,South Africa,Summer,69349,Yes,12,3,7,0,2,6,2,82,2,2
Game_1684,0,30,Day,T20,3,1,1,Batting,South Africa,Winter,92575,No,12,4,25,0,3,19,17,45,4,4
Game_1685,0,30,Day,ODI,3,1,1,Batting,Bangladesh,Rainy,135744,No,13,4,21,2,3,16,12,81,2,5
Game_1686,0,30,Day,ODI,3,1,4,Bowling,West Indies,Rainy,137655,No,12,4,29,3,3,22,10,32,2,5
Game_1687,1,30,Day,T20,3,1,3,Batting,South Africa,Rainy,51198,No,21,3,0,0,3,8,7,64,3,3
Game_1688,0,30,Day,ODI,4,1,4,Bowling,Pakistan,Winter,27314,No,14,2,7,2,3,6,2,41,3,2
Game_1689,0,30,Day,ODI,4,1,2,Bowling,Kenya,Rainy,45000,No,20,2,19,2,4,6,2,98,2,1
Game_1690,1,30,Day,T20,3,1,2,Bowling,Zimbabwe,Summer,7567,No,13,3,1,0,2,6,0,89,3,1
Game_1691,0,30,Day,T20,4,1,2,Batting,South Africa,Rainy,39711,Yes,13,1,10,0,3,10,9,63,2,2
Game_1692,0,30,Day,ODI,3,1,2,Bowling,Srilanka,Winter,29379,No,11,1,10,2,3,10,8,89,3,2
Game_1693,0,30,Day,T20,3,1,3,Bowling,South Africa,Rainy,67991,Yes,13,4,9,0,3,6,3,64,3,3
Game_1694,0,30,Day,ODI,4,1,4,Bowling,Kenya,Rainy,29988,Yes,22,3,16,2,3,6,3,78,3,2
Game_1695,0,30,Day,ODI,2,1,4,Batting,England,Rainy,33516,Yes,11,4,4,2,3,6,2,44,2,2
Game_1696,0,30,Day,ODI,2,1,2,Batting,England,Rainy,41342,No,13,4,10,2,2,9,8,93,2,2
Game_1697,0,30,Day and Night,Test,1,1,2,Bowling,Australia,Summer,27202,No,21,4,10,2,2,10,1,94,2,2
Game_1698,0,30,Day,ODI,4,1,1,Bowling,Bangladesh,Winter,117761,No,11,1,22,3,3,19,7,98,3,4
Game_1699,0,30,Day and Night,ODI,3,1,4,Batting,Bangladesh,Winter,120218,No,11,2,24,3,3,22,17,58,3,4
Game_1700,0,30,Day,ODI,4,1,2,Bowling,Pakistan,Rainy,35231,No,15,4,10,5,3,6,0,78,4,2
Game_1701,1,30,Night,ODI,4,1,4,Bowling,Kenya,Rainy,16149,Yes,23,2,5,2,3,6,2,85,1,1
Game_1702,1,30,Day,ODI,2,1,1,Bowling,Srilanka,Summer,18109,No,16,4,5,3,3,6,2,97,3,1
Game_1703,0,30,Day,T20,2,1,3,Bowling,South Africa,Rainy,38549,No,16,3,12,0,1,6,2,33,2,2
Game_1704,0,30,Day,T20,3,1,3,Batting,South Africa,Summer,30751,No,21,3,14,0,3,9,4,54,3,2
Game_1705,0,30,Day,ODI,3,1,3,Bowling,West Indies,Rainy,93436,No,13,2,18,3,4,13,7,83,3,3
Game_1706,0,27,Day,T20,3,1,3,Batting,South Africa,Winter,46081,Yes,11,4,8,0,3,6,2,86,3,2
Game_1707,0,30,Day,T20,1,1,4,Batting,South Africa,Rainy,56721,Yes,12,3,9,0,2,6,2,75,2,2
Game_1708,0,30,Day,ODI,3,1,1,Batting,Srilanka,Winter,27846,No,12,2,4,0,2,6,2,62,4,1
Game_1709,0,30,Day and Night,ODI,4,1,2,Bowling,Pakistan,Summer,37793,No,12,3,12,3,3,6,2,44,3,2
Game_1710,0,30,Day,T20,4,1,2,Bowling,South Africa,Summer,38409,No,14,2,10,0,2,10,4,32,3,2
Game_1711,0,30,Night,T20,4,1,1,Batting,South Africa,Rainy,40152,No,19,3,0,0,3,6,2,32,1,2
Game_1712,0,30,Day and Night,ODI,4,1,3,Bowling,Pakistan,Rainy,40229,Yes,15,2,0,3,3,15,10,86,2,2
Game_1713,0,30,Night,ODI,4,1,3,Bowling,Kenya,Rainy,45000,No,18,3,0,4,4,8,7,64,3,2
Game_1714,0,30,Day,T20,5,1,4,Batting,South Africa,Rainy,37660,No,16,3,0,0,3,6,0,89,2,2
Game_1715,0,30,Day,ODI,2,1,1,Bowling,England,Rainy,36057,No,25,4,10,3,3,10,0,87,3,2
Game_1716,0,30,Day and Night,ODI,3,1,4,Batting,Kenya,Winter,14931,Yes,16,3,20,3,3,20,11,58,2,2
Game_1717,0,30,Day,T20,3,1,4,Batting,Bangladesh,Rainy,125125,Yes,13,3,29,0,2,6,0,72,3,4
Game_1718,1,30,Day and Night,ODI,2,1,1,Batting,Kenya,Summer,17024,Yes,14,1,8,2,3,6,1,47,4,1
Game_1719,0,30,Day,ODI,2,1,2,Bowling,Kenya,Winter,33397,No,19,4,10,0,4,6,2,71,3,1
Game_1720,0,30,Day and Night,ODI,1,1,2,Bowling,West Indies,Rainy,134127,No,15,4,28,3,3,6,4,42,3,5
Game_1721,0,30,Day,T20,4,1,2,Bowling,South Africa,Winter,35609,Yes,12,3,14,0,3,6,0,77,3,2
Game_1722,0,30,Day,T20,4,1,2,Bowling,South Africa,Rainy,38927,No,16,4,6,0,1,6,3,71,3,2
Game_1723,0,30,Night,ODI,2,1,3,Bowling,Kenya,Winter,21455,Yes,13,4,4,3,4,6,2,48,3,1
Game_1724,0,30,Night,ODI,4,1,1,Bowling,Srilanka,Rainy,19670,No,22,2,5,3,3,6,4,66,4,1
Game_1725,0,30,Day,T20,3,1,1,Bowling,South Africa,Summer,69216,No,21,1,14,0,2,14,8,32,3,3
Game_1726,0,30,Day,T20,4,1,4,Bowling,South Africa,Winter,60396,No,18,3,9,0,2,8,7,39,3,3
Game_1727,0,30,Night,ODI,4,1,3,Batting,Pakistan,Winter,46669,No,18,2,9,6,3,6,1,34,3,2
Game_1728,0,30,Day and Night,ODI,3,1,4,Bowling,Kenya,Summer,35021,No,21,2,10,6,3,9,8,48,1,2
Game_1729,0,30,Day,T20,3,1,1,Bowling,Zimbabwe,Summer,20006,No,14,1,20,0,2,6,0,59,2,1
Game_1730,0,30,Day,T20,3,1,3,Batting,South Africa,Rainy,36428,Yes,11,4,10,0,3,10,8,55,3,2
Game_1731,0,30,Day,ODI,4,1,4,Bowling,England,Summer,67753,No,24,2,8,1,3,6,0,56,2,2
Game_1732,1,30,Day and Night,T20,4,1,1,Bowling,South Africa,Rainy,39319,Yes,11,3,10,0,3,10,7,63,3,2
Game_1733,1,30,Day,T20,4,1,1,Bowling,South Africa,Summer,73136,Yes,13,2,15,0,2,6,2,66,3,3
Game_1734,0,30,Day,ODI,2,1,1,Batting,Kenya,Rainy,20279,No,11,3,9,6,2,6,3,32,3,2
Game_1735,0,30,Day and Night,ODI,2,1,4,Bowling,Pakistan,Winter,41776,No,20,3,9,2,3,9,7,36,3,2
Game_1736,0,30,Day,ODI,3,1,1,Bowling,Pakistan,Rainy,52570,No,17,2,10,1,3,10,9,30,3,3
Game_1737,0,30,Day and Night,Test,4,1,4,Bowling,Australia,Rainy,45000,Yes,11,2,7,2,3,6,2,88,3,1
Game_1738,0,30,Day,Test,4,1,3,Bowling,Bangladesh,Rainy,137452,Yes,18,1,35,0,3,10,9,71,4,5
Game_1739,0,30,Day,ODI,1,1,4,Batting,Srilanka,Winter,7903,Yes,11,3,1,4,3,6,0,59,1,1
Game_1740,0,30,Day,T20,4,1,2,Bowling,South Africa,Summer,93387,No,12,1,21,0,3,20,8,77,3,4
Game_1741,0,30,Night,ODI,2,1,4,Bowling,Kenya,Summer,30324,No,12,4,20,2,3,20,9,37,2,2
Game_1742,0,30,Night,ODI,3,1,3,Batting,West Indies,Rainy,77217,No,20,3,13,2,4,11,7,40,3,3
Game_1743,0,30,Day,ODI,3,1,3,Batting,England,Summer,31080,Yes,19,4,9,3,3,6,2,77,3,2
Game_1744,0,30,Day and Night,ODI,3,1,4,Batting,Srilanka,Rainy,44261,No,11,1,10,2,4,10,9,73,3,2
Game_1745,0,30,Day,T20,2,1,2,Batting,South Africa,Rainy,39739,No,14,3,15,0,3,11,8,92,3,2
Game_1746,0,30,Day,ODI,2,1,4,Bowling,Srilanka,Rainy,26236,No,13,3,12,6,2,12,8,76,3,1
Game_1747,0,30,Day,ODI,3,1,1,Bowling,Pakistan,Summer,60431,No,23,2,25,3,3,17,14,84,3,3
Game_1748,0,30,Night,ODI,2,1,2,Bowling,Srilanka,Winter,14056,No,12,3,1,2,0,6,1,59,2,1
Game_1749,0,30,Day,T20,4,1,4,Bowling,South Africa,Rainy,31080,No,15,1,16,0,3,15,13,86,3,2
Game_1750,0,30,Day,T20,2,1,1,Bowling,Zimbabwe,Rainy,21469,No,19,3,3,0,3,6,2,54,3,1
Game_1751,0,30,Day and Night,ODI,4,1,1,Bowling,England,Rainy,37247,No,11,4,10,1,3,8,3,72,2,2
Game_1752,0,30,Day,ODI,4,1,4,Bowling,Kenya,Summer,37870,Yes,17,3,9,3,2,9,3,35,3,2
Game_1753,0,30,Day,ODI,3,1,4,Bowling,Kenya,Rainy,19474,No,22,1,12,3,3,6,3,76,3,1
